X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,fire,Rand Form,
1,2,aug,tue,91,121.2,561.6,7,21.6,19,6.7,0,0,0,0.896298142,
7,4,mar,sun,90.7,44,92.4,5.5,11.5,60,4,0,8.24,0,0.403307466,
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0,10.34,0,0.298859208,
3,4,sep,tue,91,129.5,692.6,7,13.9,59,6.3,0,11.24,0,0.746576969,
8,6,aug,thu,90.7,194.1,643,6.8,21.3,41,3.6,0,0,0,0.555228185,
2,4,sep,mon,91.6,108.4,764,6.2,20.4,41,1.8,0,1.47,0,0.696023029,
6,3,sep,sun,93.5,149.3,728.6,8.1,22.8,39,3.6,0,0,0,0.911923036,
8,6,aug,thu,90.7,194.1,643,6.8,16.2,63,2.7,0,16.33,0,0.435830179,
4,6,dec,fri,84.7,26.7,352.6,4.1,2.2,59,4.9,0,9.27,0,0.771422272,
8,6,aug,mon,92.1,207,672.6,8.2,26.8,35,1.3,0,0.54,0,0.067333588,
2,2,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0,15.45,0,0.130933096,
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0,1.58,0,0.752389074,
3,4,mar,fri,91.7,33.3,77.5,9,18.8,18,4.5,0,0,0,0.559358004,
1,4,sep,tue,91,129.5,692.6,7,21.7,38,2.2,0,0.43,0,0.221119196,
6,4,aug,fri,94.8,227,706.7,12,23.3,34,3.1,0,28.74,0,0.26553785,
2,4,aug,fri,91.6,112.4,573,8.9,21.4,42,3.1,0,4.25,0,0.045975363,
2,4,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0,0,0,0.612745826,
4,6,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0,8.98,0,0.963247114,
3,5,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0,0,0,0.292829399,
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0,0,0,0.312597921,
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4,0,4.95,0,0.894552458,
5,4,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0,6.38,0,0.314724398,
7,4,aug,thu,91.9,109.2,565.5,8,21.4,38,2.7,0,1.52,0,0.28757086,
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0,1.75,0,0.957006884,
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0,2.13,0,0.714631121,
2,4,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0,1.61,0,0.752552525,
7,5,sep,sat,92.5,88,698.6,7.1,17.8,51,7.2,0,0,0,0.571680959,
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0,22.03,0,0.315855983,
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0,0.33,0,0.119465868,
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0,7.73,0,0.973181078,
3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0,0,0.98224857,
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0,31.72,0,0.455577407,
1,2,aug,thu,91,163.2,744.4,10.1,26.7,35,1.8,0,5.8,0,0.120823633,
5,4,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0,0.95,0,0.840827004,
6,5,aug,thu,95.2,131.7,578.8,10.4,27.4,22,4,0,0.9,0,0.973112062,
6,3,sep,mon,91.8,78.5,724.3,9.2,21.2,32,2.7,0,0,0,0.812819131,
6,3,apr,wed,88,17.2,43.5,3.8,15.2,51,2.7,0,0,0,0.753225429,
8,6,sep,thu,93.7,80.9,685.2,17.9,23.7,25,4.5,0,1.12,0,0.1364495,
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0,17.85,0,0.074091474,
6,5,sep,fri,90.3,290,855.3,7.4,10.3,78,4,0,18.3,0,0.78519593,
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0,6.04,0,0.81089651,
7,4,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0,1.75,0,0.053942774,
2,2,sep,fri,92.4,117.9,668,12.2,19.6,33,6.3,0,0,0,0.886377698,
5,4,sep,fri,92.1,99,745.3,9.6,12.8,64,3.6,0,1.64,0,0.50019111,
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0,0,0,0.096068853,
6,5,may,sat,85.1,28,113.8,3.5,11.3,94,4.9,0,0,0,0.320809365,
3,4,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0,0,0,0.178174604,
4,4,apr,fri,83,23.3,85.3,2.3,16.7,20,3.1,0,0,0,0.454854307,
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0,7.4,0,0.652289653,
1,3,aug,sat,92.1,178,605.3,9.6,23.3,40,4,0,6.36,0,0.865294825,
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4,0,7.36,0,0.497544855,
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0,58.3,1,0.683597367,
4,5,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0,0,0,0.34974977,
4,5,sep,mon,88.6,91.8,709.9,7.1,17.4,56,5.4,0,0,0,0.894960723,
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0,12.64,0,0.830299122,
1,2,aug,fri,90.1,108,529.8,12.5,14.7,66,2.7,0,0,0,0.140095999,
6,4,apr,sat,86.3,27.4,97.1,5.1,9.3,44,4.5,0,0,0,0.779765547,
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0,30.18,0,0.239102052,
7,4,jun,sun,94.3,96.3,200,56.1,21,44,4.5,0,0,0,0.020930791,
7,4,sep,wed,89.7,284.9,844,10.1,10.5,77,4,0,0,0,0.111850553,
7,5,mar,fri,86.2,26.2,94.3,5.1,8.2,51,6.7,0,0,0,0.424762109,
5,4,aug,fri,91,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,0,0.223063027,
1,2,aug,fri,91,166.9,752.6,7.1,25.9,41,3.6,0,0,0,0.531227867,
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0,15.34,0,0.473479072,
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0,0,0,0.997970373,
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0,48.55,1,0.636101759,
4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0,0.79,0,0.650290103,
2,5,sep,tue,91,129.5,692.6,7,17.6,46,3.1,0,7.04,0,0.694221339,
1,5,sep,sat,93.4,145.4,721.4,8.1,29.6,27,2.7,0,1.46,0,0.540241936,
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0,0,0,0.137243065,
7,5,jun,sun,93.1,180.4,430.8,11,22.2,48,1.3,0,0,0,0.049828387,
5,6,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4,0,0,0,0.283244358,
2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0,54.29,1,0.067762197,
6,5,mar,fri,91.2,48.3,97.8,12.5,14.6,26,9.4,0,2.53,0,0.682672276,
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0,24.59,0,0.832597218,
4,3,aug,sun,90.2,99.6,631.2,6.3,21.5,34,2.2,0,0,0,0.125075937,
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4,0,0.72,0,0.717871305,
2,5,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0,8.68,0,0.616837189,
6,5,sep,thu,92.8,119,783.5,7.5,16.8,28,4,0,1.01,0,0.883847588,
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0,5.39,0,0.621268808,
3,4,jul,sat,90.1,51.2,424.1,6.2,24.6,43,1.8,0,1.43,0,0.104128973,
4,5,feb,sun,85,9,56.9,3.5,10.1,62,1.8,0,51.78,1,0.379452439,
6,3,sep,fri,92.5,122,789.7,10.2,19.7,39,2.7,0,0,0,0.816834434,
2,2,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0,0,0,0.949052806,
8,6,aug,sat,94.2,117.2,581.1,11,23.9,41,2.2,0,8.02,0,0.873286073,
6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4,0,1090.84,1,0.628046829,
6,5,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0,0,0,0.706673244,
2,5,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0,0,0,0.49313695,
7,4,jul,sat,91.6,104.2,474.9,9,24.2,32,1.8,0,0,0,0.481224274,
6,3,sep,fri,94.3,85.1,692.3,15.9,25.4,24,3.6,0,0,0,0.537890796,
4,3,may,fri,89.6,25.4,73.7,5.7,18,40,4,0,38.48,0,0.711363512,
7,4,sep,sun,91,276.3,825.1,7.1,13.8,77,7.6,0,11.06,0,0.454830414,
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0,88.49,1,0.924014046,
6,3,sep,mon,88.6,91.8,709.9,7.1,11.2,78,7.6,0,0,0,0.857444133,
3,6,sep,mon,90.9,126.5,686.5,7,15.6,66,3.1,0,0,0,0.86984017,
2,4,sep,sun,92.4,105.8,758.1,9.9,16,45,1.8,0,0,0,0.221111195,
2,2,aug,tue,94.8,108.3,647.1,17,24.6,22,4.5,0,10.01,0,0.218025988,
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0,4.42,0,0.579683833,
5,4,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8,0,24.24,0,0.781591055,
2,4,aug,mon,92.1,207,672.6,8.2,27.9,33,2.2,0,2.35,0,0.167359944,
3,4,feb,sat,83.9,8,30.2,2.6,12.7,48,1.8,0,0,0,0.517717237,
2,2,feb,fri,86.6,13.2,43,5.3,12.3,51,0.9,0,0,0,0.277623697,
2,5,sep,mon,91.6,108.4,764,6.2,19.3,44,2.2,0,3.93,0,0.085679255,
4,6,dec,thu,84.6,26.4,352,2,5.1,61,4.9,0,5.38,0,0.174783879,
4,6,sep,thu,93.7,80.9,685.2,17.9,17.6,42,3.1,0,0,0,0.305825182,
6,3,sep,fri,88.6,69.7,706.8,5.8,20.6,37,1.8,0,0,0,0.489585628,
7,4,aug,sun,94.8,108.3,647.1,17,16.4,47,1.3,0,1.56,0,0.258501356,
4,3,aug,sat,94.2,117.2,581.1,11,21.4,44,2.7,0,0.68,0,0.059985512,
4,5,jan,sun,18.7,1.1,171.4,0,5.2,100,0.9,0,0,0,0.499307039,
6,3,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.5,0,1.94,0,0.341868135,
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0,0,0,0.015255474,
1,4,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0,4.53,0,0.881733766,
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0,39.35,0,0.683134954,
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0,0,0,0.309963684,
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0,2.93,0,0.575953606,
4,5,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0,0,0,0.76246354,
3,4,mar,sat,69,2.4,15.5,0.7,17.4,24,5.4,0,0,0,0.888813378,
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0,24.23,0,0.668662523,
9,9,jul,thu,93.2,114.4,560,9.5,30.2,25,4.5,0,2.75,0,0.859226502,
6,5,sep,sat,87.1,291.3,860.6,4,17,67,4.9,0,3.95,0,0.255420166,
4,4,sep,fri,92.1,99,745.3,9.6,20.8,35,4.9,0,1.26,0,0.397541205,
4,4,mar,sat,91.7,35.8,80.8,7.8,17,27,4.9,0,28.66,0,0.389539384,
2,5,sep,fri,90.3,290,855.3,7.4,16.2,58,3.6,0,9.96,0,0.838923668,
8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0,13.7,0,0.360147322,
4,3,jul,thu,93.2,114.4,560,9.5,30.2,22,4.9,0,0,0,0.335997493,
8,6,aug,wed,85.6,90.4,609.6,6.6,17.4,50,4,0,2.69,0,0.589159009,
7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1,0,0,0.042154907,
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0,9.71,0,0.545499438,
8,6,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0,0,0,0.362037322,
5,6,sep,mon,90.9,126.5,686.5,7,14.7,70,3.6,0,0,0,0.439088281,
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0,0,0,0.613897777,
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0,11.32,0,0.399952654,
3,5,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0,0,0,0.632480779,
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4,0,0,0,0.72415113,
6,3,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4,0,0,0,0.583451574,
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0,1.29,0,0.167624706,
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0,0,0,0.230656195,
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0,28.19,0,0.341884771,
2,4,aug,wed,92.1,111.2,654.1,9.6,20.5,35,4,0,1.64,0,0.288886777,
2,5,aug,sun,91.6,181.3,613,7.6,24.8,36,4,0,3.05,0,0.75024673,
2,4,mar,tue,93.4,15,25.6,11.4,15.2,19,7.6,0,0,0,0.057916048,
8,6,aug,sun,92.3,85.3,488,14.7,20.8,32,6.3,0,0,0,0.904915935,
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0,32.07,0,0.041441508,
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4,0,0,0,0.837929885,
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0,7.19,0,0.783179518,
3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0,0,0,0.187512664,
5,4,sep,fri,92.1,99,745.3,9.6,10.1,75,3.6,0,0,0,0.898292872,
8,3,jun,mon,88.2,96.2,229,4.7,14.3,79,4,0,1.94,0,0.833353838,
1,4,sep,sun,91,276.3,825.1,7.1,14.5,76,7.6,0,3.71,0,0.541233736,
1,2,sep,sun,93.5,149.3,728.6,8.1,25.3,36,3.6,0,0,0,0.165838191,
2,2,sep,fri,92.4,117.9,668,12.2,23,37,4.5,0,0,0,0.622844375,
8,6,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0,0,0,0.363557896,
2,2,sep,fri,92.4,117.9,668,12.2,19.6,33,5.4,0,0,0,0.430764472,
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0,0,0,0.826617434,
4,4,sep,wed,90.1,82.9,735.7,6.2,12.9,74,4.9,0,0,0,0.26471874,
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0,7.02,0,0.978958217,
3,4,aug,sun,91.6,181.3,613,7.6,24.6,44,4,0,3.2,0,0.968550347,
7,4,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0,6.83,0,0.33876835,
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0,0,0,0.188182514,
5,5,mar,sat,91.7,35.8,80.8,7.8,15.1,27,5.4,0,0,0,0.583219958,
7,6,jul,tue,93.1,180.4,430.8,11,26.9,28,5.4,0,86.45,1,0.259126455,
9,9,feb,fri,86.6,13.2,43,5.3,15.7,43,3.1,0,0,0,0.942558686,
4,4,sep,fri,92.1,99,745.3,9.6,15.4,53,6.3,0,7.31,0,0.311220818,
1,2,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0,0,0,0.215935204,
6,5,aug,wed,96,127.1,570.5,16.5,23.4,33,4.5,0,2.51,0,0.434516778,
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8,0,0,0,0.855513019,
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0,0,0,0.914669232,
1,3,aug,fri,95.9,158,633.6,11.3,27.5,29,4.5,0,43.32,1,0.273616813,
3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0,2.47,0,0.202249282,
7,4,oct,tue,90.6,35.4,669.1,6.7,18,33,0.9,0,0,0,0.166207461,
4,3,sep,fri,92.5,122,789.7,10.2,17.3,45,4,0,3.94,0,0.442105756,
1,2,jul,sat,90,51.3,296.3,8.7,16.6,53,5.4,0,0.71,0,0.738075093,
2,4,aug,wed,95.2,217.7,690,18,30.8,19,4.5,0,0,0,0.307182016,
4,5,aug,sun,92,203.2,664.5,8.1,10.4,75,0.9,0,0,0,0.124166839,
4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0,4.4,0,0.251258512,
4,4,aug,tue,94.8,108.3,647.1,17,16.6,54,5.4,0,0,0,0.513329253,
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0,0,0,0.633914634,
7,4,sep,fri,92.1,99,745.3,9.6,19.8,47,2.7,0,1.72,0,0.697036054,
3,4,aug,thu,93,75.3,466.6,7.7,19.6,36,3.1,0,0,0,0.186786942,
1,4,aug,sat,94.4,146,614.7,11.3,25.6,42,4,0,0,0,0.166050521,
4,6,mar,mon,87.2,23.9,64.7,4.1,14,39,3.1,0,0,0,0.760748567,
7,4,sep,mon,90.9,126.5,686.5,7,19.4,48,1.3,0,0,0,0.124945912,
4,4,sep,thu,92.9,137,706.4,9.2,20.8,17,1.3,0,0,0,0.927764856,
2,2,feb,mon,84,9.3,34,2.1,13.9,40,5.4,0,0,0,0.33746953,
2,4,aug,mon,93.6,97.9,542,14.4,28.3,32,4,0,8.85,0,0.242923165,
7,4,aug,sat,93.5,139.4,594.2,20.3,23.7,32,5.8,0,0,0,0.879888948,
4,3,sep,thu,92.9,137,706.4,9.2,27.7,24,2.2,0,0,0,0.971285836,
1,3,aug,fri,95.9,158,633.6,11.3,32.4,27,2.2,0,0,0,0.140511541,
4,4,aug,thu,95.8,152,624.1,13.8,32.4,21,4.5,0,0,0,0.197957731,
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0,5.65,0,0.16029882,
2,2,aug,tue,94.8,108.3,647.1,17,24.6,22,4.5,0,8.71,0,0.939827741,
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0,0,0,0.967808301,
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0,6.58,0,0.90853261,
6,3,apr,sun,91,14.6,25.6,12.3,13.7,33,9.4,0,61.13,1,0.5972897,
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0,0,0,0.912497976,
7,4,aug,sun,91.4,142.4,601.4,10.6,16.3,60,5.4,0,0,0,0.561640272,
2,4,aug,tue,94.8,108.3,647.1,17,20.1,40,4,0,0,0,0.281650349,
2,5,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0,10.02,0,0.577707228,
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0,0,0.5955713,
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0,4.61,0,0.536205076,
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4,0,0.17,0,0.616295628,
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0,0,0,0.463463807,
4,5,sep,thu,92.9,137,706.4,9.2,22.1,34,1.8,0,14.57,0,0.767199652,
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0,37.02,0,0.22843313,
6,5,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0,3.52,0,0.028228592,
4,3,aug,thu,91.7,114.3,661.3,6.3,17.6,45,3.6,0,0,0,0.357153512,
3,4,sep,fri,92.1,99,745.3,9.6,17.4,57,4.5,0,0,0,0.428710135,
6,3,nov,tue,79.5,3,106.7,1.1,11.8,31,4.5,0,0,0,0.224680142,
8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0,0.68,0,0.956334826,
4,5,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4,0,9.41,0,0.268808725,
8,5,aug,wed,93.1,157.3,666.7,13.5,24,36,3.1,0,0.24,0,0.762187034,
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0,0,0,0.312814772,
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8,0,0,0,0.751913375,
8,6,aug,tue,88.8,147.3,614.5,9,14.4,66,5.4,0,5.23,0,0.858388296,
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0,30.32,0,0.156972894,
7,4,jul,sat,91.6,104.2,474.9,9,22.1,49,2.7,0,0,0,0.711859065,
3,4,aug,mon,91.5,145.4,608.2,10.7,17.1,43,5.4,0,0,0,0.196761381,
8,6,aug,mon,92.3,88.9,495.6,8.5,24.1,27,3.1,0,0,0,0.538363621,
4,5,sep,fri,94.3,85.1,692.3,15.9,17.7,37,3.6,0,0,0,0.256109336,
9,9,feb,thu,84.2,6.8,26.6,7.7,6.7,79,3.1,0,0,0,0.907208384,
4,6,feb,sat,68.2,21.5,87.2,0.8,15.4,40,2.7,0,0,0,0.468635049,
6,5,aug,fri,91,166.9,752.6,7.1,18.2,62,5.4,0,0.43,0,0.791450862,
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0,0,0,0.775531907,
7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0,11.16,0,0.78947483,
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,0,0.033999034,
7,4,aug,fri,94.8,227,706.7,12,23.3,34,3.1,0,0,0,0.433489906,
6,4,sep,tue,91,129.5,692.6,7,18.7,43,2.7,0,103.39,1,0.342848403,
7,5,sep,sat,92.8,73.2,713,22.6,19.3,38,4,0,0,0,0.746203489,
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0,35.88,0,0.626029427,
2,4,jan,sat,82.1,3.7,9.3,2.9,5.3,78,3.1,0,0,0,0.897268293,
2,5,sep,mon,90.9,126.5,686.5,7,21.9,39,1.8,0,0.47,0,0.338893273,
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0,0,0,0.968136055,
2,4,aug,mon,95,135.5,596.3,21.3,30.6,28,3.6,0,2.07,0,0.914682926,
5,4,sep,fri,90.3,290,855.3,7.4,16.2,58,3.6,0,0,0,0.809478061,
6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0,12.1,0,0.997411007,
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0,6.84,0,0.259898802,
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0,0,0,0.302152483,
1,2,aug,wed,95.5,99.9,513.3,13.2,23.3,31,4.5,0,0.55,0,0.652965593,
9,9,aug,fri,94.8,227,706.7,12,25,36,4,0,0,0,0.708748081,
2,2,aug,thu,91.7,114.3,661.3,6.3,18.6,44,4.5,0,0,0,0.029404726,
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0,64.1,1,0.79598756,
1,5,sep,mon,90.9,126.5,686.5,7,21,42,2.2,0,7.3,0,0.250320211,d 
6,3,sep,mon,91.6,108.4,764,6.2,23,34,2.2,0,56.04,1,0.79062666,
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0,40.54,1,0.774807037,d 
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0,746.28,1,0.924310093,
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0,2.64,0,0.63890407,d 
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0,70.32,1,0.334679463,
2,2,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0,1.63,0,0.877221561,
8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0,9.27,0,0.212765635,
2,4,aug,fri,91,166.9,752.6,7.1,25.9,41,3.6,0,0,0,0.908459663,
4,5,mar,fri,91.7,33.3,77.5,9,17.2,26,4.5,0,0,0,0.528138372,
3,4,aug,tue,88.8,147.3,614.5,9,14.4,66,5.4,0,0,0,0.927729212,
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0,15.64,0,0.71426792,
2,2,aug,thu,93,75.3,466.6,7.7,18.8,35,4.9,0,0,0,0.50991495,
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4,0,0,0,0.920670571,
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4,0,3.33,0,0.124420562,
7,4,aug,sat,90.2,110.9,537.4,6.2,19.5,43,5.8,0,0,0,0.602233967,
6,5,jun,sat,53.4,71,233.8,0.4,10.6,90,2.7,0,0,0,0.519761231,
4,5,aug,sun,90.2,99.6,631.2,6.3,21.4,33,3.1,0,0,0,0.529810094,a 
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0,1.56,0,0.691410363,
